Entry,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
A1254,-1.90746252844,-6.11297460164,5.05268318736,-10.8695142842,-15.4225805869,2.30410870979,1.54598738107,-2.37060656446,3.39250330467,1.43748154472,-2.87514650459,0.648525564654,7.08127744151,5.57459108348,1.81378228421,7.71327150738,-1.3618652334,-0.465157195062,-5.98817738201,-5.73544752436,2.93665721455,-1.36974212324,2.00316660229,1.29090580845,2.98675015657,-3.83539835249,4.96729607424
A1257,4.49750214221,5.56280894485,2.53355254933,-6.75619317109,5.49172289473,-2.7781069144,3.01824974045,-7.3843526695,-2.602889921,-3.13920051583,0.0968405633564,1.25282386668,-0.14644213855,-2.53856853236,3.76603553129,-5.58313912077,-1.14207213,-1.57400741773,-5.57030927779,-1.30060576643,-3.07526004058,1.62565218494,-1.89748022199,-4.40341239852,3.29258446844,-0.686466745986,3.72424736459
A1258,4.2349864512,-2.27806089242,-12.4078160339,-14.1829866898,7.90528687144,0.623649749336,0.830400808007,-5.68769229784,-12.8370004244,1.06853792423,-2.19944842506,-0.431587095093,2.9017531627,1.22189083196,-1.02808977988,0.128562879148,7.86192191461,-2.27178931998,0.532790781885,-2.64071423041,1.01622973818,-2.9317901378,3.20835072335,-1.0700513994,-0.78205621963,4.03507524343,2.35167245724
A1259,6.24290404572,25.3790395957,-10.3005596547,-9.28682745945,-5.27790035688,0.0746160838279,6.69350027802,-3.688265434,1.30231574582,-6.1279018554,-5.25640832244,-1.00147923543,2.43634391528,1.65846967849,-1.11726641651,7.1330505457,2.42497519529,3.03686057418,3.05188021348,-0.0316567877676,3.5314653881,6.38980616054,1.64466491219,1.30291592047,0.95307198972,-4.22884949999,2.51921396945
A1260,-21.8470464231,-11.017401136,-15.0004820977,4.86249483308,1.5973273113,-7.25267130546,3.25675500056,7.55309683102,0.313018840432,-1.98256892371,5.66182461016,0.135833021591,1.86636696855,2.38428050122,1.64842052522,0.714250535841,-2.33702607379,1.07655456462,1.35784660047,-2.58030701886,1.25619143632,-3.30638163155,0.0296280837371,-2.74648225798,3.09731428964,1.89962602869,5.18288275183
A1261,-8.63871952965,-4.15832691698,2.43597093366,-2.06575727407,-1.75578572373,15.6623133679,10.8295877953,2.01976717884,2.57443573437,1.36209596964,-0.249839533712,7.37404231796,10.7735333238,-0.589142387512,0.387858201797,1.00290313375,4.34897350478,-0.745694076195,-3.15250030847,2.32042694765,4.70311652314,4.39550257159,1.80311822437,-8.66516885568,2.004073851,4.00547735889,-0.436575162231
A1262,1.93400074011,-0.704386512445,4.38407101829,17.4379461267,8.58600084766,4.31549348322,-4.92507938635,-2.55158592064,6.36649035928,-1.55091696206,-5.5596217756,5.09705523301,9.56586922123,-5.2246326716,-5.42761001885,-0.0313489278937,0.978139295359,-6.52093504333,7.13901284623,-2.14076501379,9.34085896,-7.29968428182,2.87899794936,-6.93598152811,-6.37464993251,3.29673445863,3.90679858261
A1263,-0.368451634605,0.00115355625401,-4.40714980661,5.67952183852,-9.24347443441,-6.42423342197,-10.040760168,3.85528405671,-1.37713408908,-3.02273629822,7.7034292431,9.76751586568,1.48173540529,-7.37351366816,-3.09938746334,4.56261567604,-10.5363875714,-0.0362666366306,-1.03113169838,0.34738900827,-1.33548931622,-3.93816254416,4.45386008795,-0.35671602614,-5.21923915439,-0.530060049901,0.778604299932
A1264,-1.64607835106,14.9577672247,-9.58117998016,-3.14172709181,2.89950898615,5.79906196822,8.95398595991,-2.77157160224,-4.81868289705,-4.38766555061,-4.22058584634,2.86603178382,4.98236725055,-1.44179342859,-1.48413196348,-0.769391272879,3.14019294375,-0.0655946649887,-3.08842512567,-3.56899421165,-2.96305171732,2.39085132914,3.07495293689,-1.49072008188,0.0736191942688,-1.54681982264,0.503887078673
A1265,-14.7589441938,1.66080063246,-7.28007654779,9.49593653323,7.35835059756,-7.13377540003,10.7827260615,-3.06044374975,6.81043153282,1.40547138284,-3.41469828076,-2.40721452454,-3.27358430038,-3.30654791822,5.77114177801,-2.86925328701,2.28502039139,-3.62999551969,-8.97184007707,-4.05660420086,-1.46078504537,-1.88502259176,4.95498952387,0.107790032084,-0.75421121118,-1.06618359896,1.14568797952
A1266,9.51187608688,10.4043228558,6.23781082019,-7.51864468625,-2.90544953701,0.25278675087,3.01801509074,-7.33616151096,3.38889309683,-1.25960448241,2.27282040957,-9.8421656805,-0.594783599605,-0.331786319265,5.2781388917,-3.4114807995,3.31913280691,0.319440433016,-6.93365404822,-12.3721013325,0.746941233149,-5.24302823978,2.25135156265,0.254057142951,3.9949826428,-2.74216854379,4.91519766945
A1267,-6.23841899873,-0.794054682956,-9.92138934978,0.173385385057,-12.620086441,-2.49983296713,-1.01889415636,4.3283418875,5.93486285717,-5.87740777775,0.621770180165,-0.0406374710037,-5.02906149188,-0.263133900431,-2.09480018554,-3.36620810786,-4.98018343271,4.93455551657,-9.61991819959,-3.92821420553,0.943991773042,-2.30549916829,-3.18696430162,-2.646153586,1.24725086922,6.55311090229,2.83754576842
A1268,-12.7045230793,1.39264441894,-13.2857793522,-4.01035699675,-0.869719437389,-3.54964430105,3.59217768283,-3.07863934104,-2.10857809858,-4.24879903326,4.16410074099,-0.235440935023,8.72136215164,-4.67850597689,-8.0075593464,0.982572699537,10.8619157156,1.21680095664,-3.74274422401,-0.631701654774,-5.035210897,1.07699906132,-4.91563868327,-3.86100524797,-9.26698680888,-0.77309926333,2.89704839882
A1269,-15.3615202564,-4.66714125314,-13.8151127884,-7.03133551838,-7.53339148334,3.84235916892,9.27278525448,-0.657135686741,-0.612714147378,0.562206232248,-1.13573118679,-7.52655214738,2.29116268236,-2.94538161346,-7.55176290792,2.25614672006,1.44200295749,-1.65408376383,-1.70645971685,1.57970690924,-0.0537055067663,0.340873840633,-5.91959706037,4.70414608901,-11.4121687733,-1.89752538871,4.83700627832
