Entry,0,1,2,3,4,5,6,7
A1254,2.08576891877,2.85550235828,0.127515981022,-5.3980764442,4.59059039777,-0.481509890355,-0.000513017472589,0.955216350969
A1257,-3.44969403623,-1.92289318807,0.553162483248,-0.679324574551,-2.11467102719,-0.811900096864,3.30399099266,0.95000714909
A1258,-1.05490437852,-1.72852517033,-5.05415692908,-4.83957316965,-3.69387720888,-0.226045843561,3.38604940326,-1.44798480148
A1259,-7.31333463193,-8.27344940062,-1.71843591707,-3.69093276257,0.811351553379,-1.37746096649,0.0341500627576,1.26285199897
A1260,9.84543980171,-2.09960401629,-4.59982968089,3.38651408185,-0.484835470949,1.7388009036,-1.33136519303,2.52823531508
A1261,3.07954976432,0.725699432969,1.88376485271,-1.6553865437,-0.354005302375,-6.92606327357,-2.08910729105,1.59820399299
A1262,-0.342047753048,1.09063281706,1.79363088128,6.41263385513,-4.04652084013,-1.21943914511,-1.6749457318,-3.57398570439
A1263,-0.0188782933651,0.755608586818,-0.664808385441,1.50508325148,2.39889924886,4.45911127066,-0.805878867692,-2.03372153108
A1264,-4.11818866459,-7.10954913879,-2.13705790378,-1.0254760169,-0.843869409536,-1.02685938581,0.614754519331,2.39242299516
A1265,3.63241000761,-4.6884915357,-2.01058350039,5.00270788421,-1.72189912808,-1.17196867894,2.69666439009,3.45091007048
A1266,-4.76462500525,-1.4712875018,2.26414404357,-2.07821260523,1.69307660831,-1.72802547915,4.37758605323,1.98990192626
A1267,2.28213782633,-2.59368687476,-4.72201040244,-0.466444784299,3.68142294568,1.89450282717,-1.59364776607,2.34531336654
A1268,3.64653980261,-3.73611946025,-4.32906815716,-1.13161705017,1.17298968914,-0.693107633371,2.45161127362,0.902359112923
A1269,5.28157093924,-3.44733904398,-6.56521430406,-1.39583714102,1.81183189253,-2.32579979983,-0.356032715018,1.87737493047
A1270,2.44637451047,-6.27838433363,-3.15603010418,-0.261116516659,0.221113560015,-5.21749852967,-2.93974225209,1.38899778355
A1271,-3.7068203015,-7.93367095528,-2.16578169129,-1.59939778537,-3.25563846534,-1.51602508947,-1.67018337135,1.65984083584
A1272,-5.5139886685,-3.29381330304,-6.03757701585,-1.88807847553,0.216121828568,1.06280115963,4.16777265278,0.728510796824
A1273,-3.09958562944,1.08659040635,-6.2441397115,-0.698005002655,-0.891475938345,2.3118586793,-2.35147366168,-1.45019205708
A1274,-6.25230177858,-2.35723564101,-4.56216527915,-3.91264137343,0.88346754633,-0.993154377827,2.74958042916,-0.62874461769
A1275,5.74007674386,-2.39840311299,-2.60153201091,-2.38485149833,0.474025732302,-0.259956591841,1.70782680766,-2.05056830964
A1276,5.37661971162,-1.56416950297,-3.20663745424,-0.593620108805,-0.596142769589,0.422260145227,1.38112470667,-2.63483933506
A1277,4.58802734083,-0.75742886352,-2.16560975942,-2.53972087344,0.928902196444,-0.552925951547,2.03256228017,-2.61817887133
A1278,-4.01453371889,-2.21555742626,-1.52738018429,0.31956323519,-4.72064600729,-2.57089422989,0.665542854725,-0.167968513694
A1279,-1.45722176105,0.76061141178,1.87710104815,0.268575863954,-5.60842036274,-1.73747533045,-1.03978047302,-1.16909740147
A1280,1.58886275933,-4.0895131048,-2.72566937598,-2.57754754308,-1.69685987242,3.9277309917,0.153943450824,1.46826790174
A1281,1.2543299727,-2.1061793729,5.00730718553,0.497408314571,2.44432868015,-2.36143444678,-3.69845726728,0.653556269626
A1282,-2.71317682201,1.46440439931,3.55390361845,5.44336970884,2.4586684883,-3.87902309045,-2.63259200051,1.54821304342
A1283,6.25095803353,0.0883323280377,-3.72202864944,5.16718909284,-3.77492382813,3.95745581691,-1.87018778779,1.30261093403
A1284,-2.88674154846,-0.857401472104,-3.29129666203,-4.02084253716,-1.41119152187,1.89703887434,6.01779890265,-0.976624058907
A1285,-4.63781949393,-2.55679400212,4.87758451002,-0.880438523669,-0.865530124616,2.0228284926,6.64863894547,0.84743903735
A1286,-7.73132815096,-5.65416449775,1.75706781238,-0.249044495639,-1.24058686749,-0.401797415646,4.62399979584,1.78992837067
A1288,-4.03873106303,-3.57299194387,-1.69136862715,-4.4984869788,0.394868694462,-1.23726992885,-1.65924422125,6.07379141018
A1289,-1.58055325665,2.34748942814,-4.5578266816,-3.74300384821,-0.914188370516,2.90729195926,3.09934850531,0.823229926944
A1290,-2.83700378867,-4.76972088181,-2.29113496811,-5.0374900251,1.22755979095,3.92624797753,1.21892835945,3.89318533684
A1291,3.94737202429,-0.257124753369,-1.13096203979,-1.32273265951,3.84584726856,-0.380082664502,-0.597603895638,3.24296128697
A1292,8.8645577984,-2.84314844848,-6.80175980844,3.51464677526,-1.34509453547,0.432577570008,1.12042485995,2.20093182364
A1293,-4.80958005889,-2.55149988808,4.4023283575,-0.989685079112,-1.50114395762,1.98351640473,6.54790236746,1.66834750477
A1294,-3.83415334991,-0.368036294712,-2.27772921212,0.994036316094,3.56812969264,-2.65916808345,1.90122110051,-5.88261223598
A1295,3.16116189725,-2.8441234077,-2.09312417445,4.03520457576,2.91521260812,1.17388692534,5.20788206139,-0.806947377966
A1296,4.00378951072,-3.71095567248,-4.13674009711,-1.10706584636,-2.86019020053,3.9736731322,-0.862996209866,3.82117483887
A1297,4.05306491524,-3.41679356862,-6.47269135607,2.57786484968,-1.7852772955,1.75464648984,1.50330816216,2.86053748229
A1302,1.99666076954,2.54940827574,-3.13101148489,2.88907394888,-3.17485757085,-2.00477071835,3.5150548522,-4.40264416449
A1304,-2.38396867059,3.2045867042,-4.52454830253,1.19677966149,-4.6572020057,0.764174229104,1.64767668995,-2.61390096292
A1307,5.25975741972,4.42048557419,1.42448911247,-4.67111393891,0.688611368607,-2.5137795647,-2.2440942025,0.664522330988
A1309,4.51116441126,4.55811855779,0.860558822486,-5.04751474431,0.889040678583,-2.95448449268,-2.38355606842,0.60065456098
A1310,5.1631573073,4.78980121932,1.19855941352,-4.67110909583,0.6971787929,-2.89648137305,-1.98984242454,1.09611600927
A1311,1.67962668308,2.16636047345,-1.84559065047,2.83228634718,-4.43128808106,-0.652156617298,2.59004124482,-1.55827954686
A1312,5.27348569741,4.27759567325,1.9241593708,-4.60065472782,0.783161446028,-3.06745745534,-2.35026864841,1.24064431749
A1313,4.56263892943,0.915555131629,-0.139033677919,-3.50398485141,-0.242745301657,0.244799385043,0.578730528765,2.29129209502
A1314,2.71842706406,-1.975931495,-0.210207454419,1.69576969864,3.17689684338,5.79966271692,-2.34218517315,-1.86758593254
A1316,-2.65646217519,-2.28077941434,4.79298953703,-2.97348963027,-3.24944229153,2.65881147166,4.00194988474,1.14036299023
A1317,1.9528876317,0.694323441029,-2.17872572811,2.91752023623,-5.64512059578,4.93652321967,1.25285090671,1.43159652342
A1318,4.92025995817,-1.00742009881,-5.12700328372,6.20464212864,-5.30258272598,0.11437452103,2.2498661594,2.82898792696
A1319,4.80098955827,1.61587936839,-3.26357658123,6.14372399017,-5.02869491811,0.936257337768,0.482429981529,3.466930119
A1320,5.96443255483,-3.52195372531,-4.50870062618,1.44381194369,-3.69502856495,-3.78814148658,-0.485573020039,0.591681853466
A1321,-3.48495918611,-2.22829734875,-2.7068977094,2.85030544687,-0.058223987378,-4.68949419933,1.62580562001,-0.789273202347
A1322,0.789940672805,-1.68828819583,-1.117691778,5.81499549211,2.80422567425,-0.712572260605,1.8957092598,-3.03987067104
A1323,2.40066133108,-2.2600230393,8.986473087,2.04951157184,-4.53987526575,2.35590804258,-0.09586321785,-3.83932881199
A1324,-5.86546061848,-3.45926200476,2.4660870995,0.91803686837,1.19600185162,2.59362661103,0.547155521436,2.38572152895
A1325,-0.51793553937,1.06011700657,-6.6763346824,-2.42208953835,0.937605358355,0.0508863934036,2.61352046997,2.55552017075
A1326,0.860811910374,-3.39772089784,-5.61657176242,-3.06278175549,0.463973411162,-2.8225790384,0.793269667836,3.38441303878
A1328,-0.83132197707,0.0763146930078,-5.77755428824,-1.82062584524,-3.30013986953,-0.175673991385,4.58808966292,-1.13479578455
A1329,-3.34657672147,2.08380183767,-1.79097294429,-6.3643746159,-0.27037134429,3.38727866851,0.487309824239,1.19856409101
A1330,-2.0437444003,-2.33196092582,-1.41445764982,0.0840113003217,1.03436833243,1.80760906061,2.29491966588,0.795096914717
A1331,1.27627499356,1.38292386977,-2.59231794443,3.55410677784,-0.653010411155,0.150422368476,2.00390816927,-2.2031965394
A1332,2.49634638076,2.11803215754,-3.5214181146,4.54030650927,1.01372206129,-2.44984603796,1.32602464,-0.83419019885
A1333,-1.72707081306,-0.3095482852,-0.558310632124,0.245017142557,-2.34101720867,-2.79981239448,-1.6420400064,0.410577983634
A1335,-5.21869434258,-6.05817581572,-2.92785858346,-2.42267635218,-0.65989088595,-2.19145084241,0.361365341199,1.72220029567
A1336,-3.00596440193,3.67834507195,1.44229431748,1.43795483117,-4.68716943316,-4.97135208947,-5.20628559848,-1.98896196368
A1337,-5.27163532489,-3.44975252223,4.09368761656,0.366396964318,6.48009380573,2.63011884424,-4.04849297368,1.9412028481
A1338,-5.55117577395,-4.54563020032,4.00278172826,-0.0665301391699,5.11166319574,2.00879799992,-2.71106477547,2.46425463085
A1339,-5.38093595811,-4.03101150701,4.5310547173,1.00309923689,5.28136669391,3.01184378052,-4.24758287002,2.02231403276
A1340,4.23046348043,2.44886429693,2.65834625642,-1.32256981651,-2.41700389075,-3.8573782295,-0.424828765866,-0.864935016609
A1341,-0.340791542788,-4.2993722215,-1.22878012908,0.913155074108,-0.142320672299,-2.81483960751,-3.35747736684,1.71200583431
A1342,5.45611334554,-0.503598065959,5.44657320961,-0.645179184612,-0.212518566448,-3.3918756033,-1.4453489938,-0.802460144401
A1343,6.93409342798,0.461329219504,2.9029425264,-1.1379879784,-1.0424754673,-2.96622591801,-2.55217454772,1.14405486023
B1005,-4.89317604896,-7.07098487443,-0.84397374256,-2.90714334967,-0.546409673085,-1.53388012173,0.333036390903,1.62367098155
B1007,-0.421977675782,-0.755565332742,0.329041908263,3.83401743829,6.04526702707,-2.81159491542,-1.30027017841,0.314877555795
B1008,-1.88027387678,-2.98285394416,4.18553849531,4.27763368079,0.897024010601,0.558579806836,5.66510983989,-0.548546286621
B1009,-2.11686687052,-1.36235983714,6.3563354838,0.403886190412,0.46455481756,1.53669999211,4.68495757075,2.38968519693
B1010,9.06147513219,-3.56088612021,-6.79904293951,0.00113215120982,-0.81738892721,-0.0168819430197,-0.711270124259,2.78376375844
B1011,5.81127929913,-2.43826622621,-3.45612770705,1.5206967891,1.82852628161,2.56855942792,-0.455536309168,-0.141463525134
B1012,-7.48250874246,-5.92542550437,0.0911287171995,-5.24794413195,1.02583514078,-1.28983459266,1.55475264943,2.21965555597
B1014,4.8283921509,-1.8531079253,-5.49682241246,-3.38921458015,-0.178525391838,-1.75721586372,0.617053854635,1.06529791964
B1016,-5.75933878395,1.31778751998,-2.63157528024,-1.08483640229,-5.61808165996,-1.79553199234,-5.83301545726,-1.77700595546
B1017,-4.62642613961,-4.31384942383,2.95551939384,0.0945403915871,4.66820780602,2.19097048458,-3.00479552585,3.04903186771
B1018,8.68913324991,2.89828185231,3.12019351067,-3.53008842909,0.43528750524,-0.342171631259,-0.0717460263161,-1.58485794168
B1019,6.1751544788,-2.95794735672,-5.12869255939,3.9259653089,-2.25591070588,0.858501046636,1.23614163137,-0.531871661089
B1022,1.63606972828,-1.51683960428,6.31165793753,-1.81649103093,-1.12465786034,3.1632251104,2.80211560204,1.91948169937
B1024,1.91750337297,0.102194046982,0.367864947555,1.2357175036,3.5572262179,1.07618728964,5.37481917596,-1.59148162795
B1025,-3.69276251825,-0.216034017583,-2.45390850274,-2.55771444721,-0.240582916056,2.88565082733,0.374188208489,-0.0277333749921
B1026,0.476352829077,2.61473287959,0.0430660263121,-0.513294851063,4.13490163097,-1.46257392471,4.09152825212,-1.67647269986
B1027,1.14188123154,1.4907715323,1.2293812762,-0.496336849794,2.81602664692,-0.287345220285,5.63792707921,-3.03433847489
B1028,-4.68228717456,-2.02468902944,0.308390220635,2.15824289087,-0.143563615336,-4.03244512172,-1.18726710724,0.948599032144
B1029,-3.21116994743,0.343224818479,5.18126907932,3.76831394903,-1.71036627224,-1.51690295228,0.402157672445,0.571115061202
B1030,-0.740881146503,0.46823181487,2.83437350893,-0.092953144237,-4.18492205622,-0.994638792891,0.0276581459897,0.824813580341
B1031,-2.91554730475e-17,-2.19106210869e-18,-1.93229143726e-18,3.28928922816e-17,-2.75351057363e-17,-9.32220040877e-18,-7.21290840123e-19,-1.18133117239e-18
B1032,3.50692003179,-4.04805845704,0.219224110622,4.31292727449,-1.19657392573,-0.474613210577,0.836494210423,-0.76131340302
B1033,4.57187476011,2.42874421937,0.707802992678,1.87299365261,-0.618307868804,0.445547247633,2.23753087727,-2.55834897558
B1034,-5.17187786142,-3.88057638309,-0.00220153502849,-2.00226861608,3.42457681887,-0.291904474025,-0.241379544557,-2.90403083526
B1035,-3.42560417502,-3.87837059841,-1.22635286016,0.94019574148,-1.78731993534,-4.74673226881,3.88531625701,-1.8011664378
B1036,-7.39248542832,-3.28953664155,-2.14614302214,-0.256747483569,-1.41262279752,-3.2722323964,-1.08949989581,-1.60192170567
B1037,-6.82511739161,-2.16542742288,-0.98818722347,-1.00595991767,-1.19030398874,-5.19840609545,2.60569302245,-1.00823727059
B1038,-3.69176833512,-2.4679409894,-2.33515903482,1.471142538,-2.43088529498,-5.52937103315,-0.529764918811,-2.90913980348
B1039,1.46456070589,7.37568768333,-0.614716524404,-5.44749596648,1.40457674639,-4.38913973332,0.30735539551,-1.9061002318
B1040,1.23354780668,7.12686538059,-0.698563668594,-5.94921019103,1.17653762131,-4.15084481102,-0.093419133385,-2.44577965531
B1041,2.6957358608,-2.05362633934,8.6646224517,-2.00247468533,-1.43572564632,1.75158288008,2.53573397824,2.46192210166
B1042,8.14094317922,-0.227776948853,-2.54043140125,-0.0980387090136,2.65756664094,0.0358875756151,-4.15595132577,1.89653521818
B1043,3.78534080931,3.50026923354,1.66197157937,2.41628347155,5.20710224088,-0.543625197073,-1.16690564838,-2.65477918486
B1044,0.953792097039,-0.0719246232329,-0.899103241389,2.91440195979,5.98610473669,1.28502094193,-1.88449848364,0.0719291262216
B1045,7.5978037813,-4.92142594765,0.698467072979,1.79068492468,-3.84926547665,-0.618878478949,-0.0431212536796,-0.758894789481
B1047,-5.8608865593,-5.09704596838,0.919628128325,-1.13599681005,-0.586369970673,-1.76402946536,0.915334793783,0.839173992459
B1051,-1.48319485242,-1.5607972237,-2.54466882993,0.841079807633,1.27781767819,-1.07609760754,0.694802513896,-2.78898227689
B1053,-3.43459854586,-1.80192407369,-1.90330612021,-2.03578518881,4.27267161712,1.38691381234,0.779340516521,-5.03265925414
B1054,0.755411782475,-0.760710626238,-0.253283315145,0.614040467336,-1.68280038036,3.34756760351,-0.681934293675,-0.460367845817
B1055,8.93098338107,-1.62770292723,-4.62797893038,0.743023438182,-2.04163960107,3.42361716508,-2.16008426279,4.14054980797
B1056,-2.91554730475e-17,-2.19106210869e-18,-1.93229143726e-18,3.28928922816e-17,-2.75351057363e-17,-9.32220040877e-18,-7.21290840123e-19,-1.18133117239e-18
